date	resort	author	article	article-cicker	workload-index	
10.01.2020 09:15:00	kultur	APA	Österreichischer Buchmarkt verzeichnet 2019 wieder ein Plus	Nach Vorjahresminus	7086
10.01.2020 15:20:00	kultur	Stefan Weiss	Manuel Rubeys Solokabarett: Der tragische Held im Neobiedermeier	Kabarett	6911
10.01.2020 14:00:00	kultur	Katharina Rustler	Thonet-Schau im Mak: Die Ikone aus Bugholz	Kunst	9210
10.01.2020 10:00:00	kultur	Nora Reinhardt	Pop-Aufsteiger Lewis Capaldi: "Elton John hat mir seine E-Mail-Adresse gegeben"	Grammy-nominiert	14262
10.01.2020 07:00:00	kultur	Dominik Kamalzadeh	Joseph Gordon-Levitt, der besonnene Katastrophenpilot	"7500"-Star	12246
10.01.2020 17:32:00	etat	red	Quotenspitze mit Teenager-Müttern und Motorradcrash auf "Tinderreisen"	ATV	2739
10.01.2020 14:53:00	etat	red	Teletest verhörte sich beim Neujahrskonzert: Quote auf 1,162 Millionen korrigiert	Wie bitte?	4611
10.01.2020 11:54:00	etat	red	Presserat rügt "Oe24" für falsche Darstellung eines Tschetschenen als Täter	Presserat	3756
10.01.2020 15:56:00	etat	omark	"Sheesh": David Scheid bekommt sein Comedy-Format im ORF	In Serie	3489
10.01.2020 13:09:00	etat	APA	Globe-prämierter Film "Parasite" kommt als Miniserie ins Fernsehen	Goldene Palme	5111
10.01.2020 11:09:00	etat	APA	Wer kennt sie? Die Teilnehmer des Dschungelcamps 2020	Dschungelcamp	14222
10.01.2020 09:12:00	etat	APA	Erfolgs-Sitcom "Die Nanny" soll zum Broadway-Musical werden	Style, Flair	2537
10.01.2020 08:40:00	etat	APA	Brasiliens Oberstes Gericht hob Verbot von Jesus-Parodie auf	Netflix	4220
10.01.2020 07:48:00	etat	APA	Redaktionsgeheimnis gilt auch für Blogger und Betreiber von Facebook-Seiten	Justizministerium	5439
10.01.2020 13:09:00	etat	AFP	Globe-prämierter Film "Parasite" kommt als Miniserie ins Fernsehen	Goldene Palme	5111
10.01.2020 11:50:00	etat	Harald Fidler	Blimlinger: Kombination von PR und Medienpolitik "unvereinbar, aber Kurz sieht das anders"	Medienpolitik	33453
10.01.2020 11:00:00	etat	Franziska Zoidl	Doku "Hier lässt sich's leben" auf Servus TV: Einfach wohnen	Fernsehkritik: TV-Tagebuch	3217
10.01.2020 06:00:00	etat	Astrid Ebenführer	Das ungesühnte SS-Massaker, Dschungelshow, The Iceman: TV-Tipps für Freitag	Switchlist	9197
10.01.2020 16:35:00	wissenschaft	APA	Verwickelte ringförmige Moleküle ergeben neue Form von Glas	Materialforschung	6702
10.01.2020 08:00:00	wissenschaft	APA	Klimaforscher: Verheerende Brände in Australien künftig Normalität	Düstere Prognose	8535
10.01.2020 16:35:00	wissenschaft	red	Verwickelte ringförmige Moleküle ergeben neue Form von Glas	Materialforschung	6702
10.01.2020 10:21:00	wissenschaft	red	Sprache eines ehemaligen europäischen Sklavenvolks untersucht	Linguistik	6855
10.01.2020 08:00:00	wissenschaft	red	Klimaforscher: Verheerende Brände in Australien künftig Normalität	Düstere Prognose	8535
10.01.2020 14:19:00	wissenschaft	David Rennert	Menschliche Körpertemperatur sinkt seit 150 Jahren kontinuierlich	Überraschender Befund	9507
10.01.2020 13:04:00	wissenschaft	Doris Griesser	Mit Singen und Swingen die Lebensfreude reaktivieren	Spätes Glück	9287
10.01.2020 09:00:00	wissenschaft	Klaus Taschwer	Was ein gesunder Lebensstil wirklich bringt	Zehn gewonnene Jahre	8217
10.01.2020 06:00:00	wissenschaft	Susanne Strnadl	Jede dritte heimische Art steht auf der Roten Liste der bedrohten Arten	Schwindende Vielfalt	15824
11.01.2020 22:09:00	international	red	Regierungskritiker im Iran protestieren nach Flugzeugabschuss	Flugzeugabschuss	22720
11.01.2020 16:56:00	international	red	Französische Regierung macht Rückzieher bei Pensionsreform	Proteste	4375
11.01.2020 16:08:00	international	red	Taiwans Präsidentin Tsai mit klarer Mehrheit wiedergewählt	Wahlergebnis	11818
11.01.2020 22:09:00	international	APA/Reuters	Regierungskritiker im Iran protestieren nach Flugzeugabschuss	Flugzeugabschuss	22720
11.01.2020 10:58:00	international	APA/Reuters	USA sollen neben Soleimani weitere Personen im Visier gehabt haben	Iran-USA-Krise	3475
11.01.2020 16:59:00	international	APA/dpa	Syrien-Kompromiss der Uno gefährdet Hilfe für 1,4 Millionen Menschen	Diplomatie	10242
11.01.2020 16:56:00	international	APA	Französische Regierung macht Rückzieher bei Pensionsreform	Proteste	4375
11.01.2020 16:08:00	international	APA	Taiwans Präsidentin Tsai mit klarer Mehrheit wiedergewählt	Wahlergebnis	11818
11.01.2020 15:49:00	international	APA	DUP-Chefin Foster wieder zur nordirischen Regierungschefin gewählt	Nordirland	6726
11.01.2020 10:44:00	international	APA	EU-Kommissar Hahn fordert höhere Budgetbeiträge Österreichs	EU-Budget	5402
11.01.2020 09:29:00	international	Gudrun Harrer	Absoluter Monarch mit dem Mut der Aufklärung	Epochenende	17128
11.01.2020 08:00:00	international	Thomas Mayer	Europaministerin Edtstadler: "Es ist eine Wende, sie birgt eine riesige Chance"	Antrittsgespräch	15243
11.01.2020 08:00:00	international	Philipp Mattheis aus Schanghai	Wie China sich in Taiwans Wahl einmischt	Kampagnen	6688
11.01.2020 15:32:00	inland	red	Grüne in Umfrage erstmals vor der SPÖ	Sonntagsfrage	5548
11.01.2020 14:50:00	inland	Walter Müller	FPÖ-Neujahrstreffen nach Ibiza: "Hodi odi ohh di ho di eh"	Familie ohne Strache	17425
11.01.2020 13:54:00	inland	APA	Justizministerin Zadić will gegen Hetze ankämpfen	Rassismus	5300
11.01.2020 08:00:00	inland	Gerald John	Von blau zu grün: Die wundersame Wandlung des Sebastian Kurz	Neue Koalition	40952
11.01.2020 18:00:00	wirtschaft	Verena Kainrath	Wie türkis-grün Kleinunternehmer entfesseln will	Entfesselung mit Tücken	16108
11.01.2020 16:40:00	wirtschaft	Günther Strobl	Herzstück im Stromer: Die Suche nach tausendundeiner Batterie	E-Auto-Serie	12216
11.01.2020 10:44:00	wirtschaft	APA	EU-Kommissar Hahn fordert höhere Budgetbeiträge Österreichs	EU-Budget	5402
11.01.2020 10:33:00	wirtschaft	APA/Reuters	Gefeuerter Boeing-Chef geht mit 62 Millionen Dollar	Kein Bonus	3995
11.01.2020 18:44:00	web	red	Massive Facebook-Panne enthüllt Identität von Seiten-Betreibern	Fehler	8058
11.01.2020 16:54:00	web	red	Neues faltbares Smartphone von Samsung soll "Galaxy Bloom" heißen	CES	6928
11.01.2020 12:19:00	web	red	Verspätete Lieferungen treiben Online-Shopper zur Weißglut	Umfrage	5459
11.01.2020 12:15:00	web	red	US-Gesetzesentwurf soll Smartphones für unter 21-Jährige verbieten	Politik	5961
11.01.2020 10:01:00	web	red	Account-Sharing bei Netflix und Co. sorgt für 9,1 Milliarden Dollar "Schaden"	Volkssport	3253
11.01.2020 09:36:00	web	red	Skurril, lustig oder praktisch: Ein Gadget-Überblick der CES	CES	12654
11.01.2020 11:00:00	web	Daniel Koller	PS5 versus Xbox Series X: Wie man einen "Konsolenkrieg" gewinnt	Games	12874
11.01.2020 09:00:00	web	br	"Brauchen keine Stadt Muhammeds": Aktivist zeigt FPÖ-Politiker Nepp wegen Hetze an	Netzpolitik	9706
11.01.2020 18:21:00	sport	'sofa-standings-embed-1-23776'	Southampton nach Revanche bei Leicester im Höhenflug	Premier League	9316
11.01.2020 17:57:00	sport	'sofa-standings-embed-73889-24048'	Kroatien bei EM makellos, auch Niederlande, Ungarn siegten	Handball	8558
11.01.2020 17:28:00	sport	'sofa-standings-embed-33-24644'	Ibrahimovic trifft bei Milans 2:0-Sieg über Cagliari	Serie A	3026
11.01.2020 14:37:00	sport	Florian Vetter	Von Traumstarts, Realsatiren und dem gefährlichen Leben vor der Kamera	Handball-EM	11266
11.01.2020 14:15:00	sport	Thomas Hirner	Ski-Hoffnung: Amanda Salzgebers prominente Eltern legten die Spur zu Gold	Talenteschuppen	16216
11.01.2020 13:16:00	sport	Thomas Hirner aus Zauchensee	ÖSV-Pleite bei Suter-Premiere in Zauchensee	Ski Alpin: Damen-Weltcup	19813
11.01.2020 22:53:00	panorama	red	Queen beruft in der Causa Harry und Meghan den Familienrat ein	Royale Krise	4609
11.01.2020 18:56:00	panorama	red	"Joker"-Star Joaquin Phoenix bei Klimaprotest verhaftet	Stars protestieren	3950
11.01.2020 22:53:00	panorama	APA	Queen beruft in der Causa Harry und Meghan den Familienrat ein	Royale Krise	4609
11.01.2020 18:58:00	panorama	APA	Praktikant bei der Nasa entdeckte einen Planeten mit zwei Sonnen	Fund	6092
11.01.2020 18:52:00	panorama	APA	Drei Tote bei Schussangriff in kroatischer Adriametropole Split	Amok	3854
11.01.2020 17:00:00	panorama	APA	NGO-Kapitän Reisch muss in Italien 300.000 Euro Geldstrafe zahlen	Seerettung	6032
11.01.2020 16:30:00	panorama	APA	Erstmals gleichgeschlechtliches Paar bei der Opernball-Eröffnung	Debütanten	3003
11.01.2020 12:57:00	panorama	APA	Feuer in Australien vereinten sich zu "Mega-Brand"	Buschbrände	6126
11.01.2020 13:00:00	panorama	Gudrun Springer	Kinderarzt auf Kasse gesucht	Wien	10795
11.01.2020 11:00:00	panorama	David Krutzler	FPÖ will Ludwig in U-Kommission zu parteinahen Vereinen laden	Wien	7357
11.01.2020 10:00:00	panorama	Kim Son Hoang	Herzogin Meghan: Ein Fan des Königshauses geht auf Distanz	Kopf des Tages	7909
11.01.2020 17:00:00	kultur	Olga Kronsteiner	Richard Grubman (1962-2019): Vom Sammler zum Mäzen und Freund	In Erinnerung	15796
11.01.2020 14:00:00	kultur	Dominik Kamalzadeh	"1917": Sam Mendes' Abenteuerparcours im Niemandsland	Kriegsdrama	12540
11.01.2020 12:00:00	kultur	Ronald Pohl	Werner Koglers Angelobung: Pfeif auf den Schlips!	Kulturglosse	5816
11.01.2020 11:00:00	kultur	Michael Wurmitzer	Geheime Aufzeichnungen aus der "irdischen Hölle" Auschwitz	Buchneuerscheinung	10639
11.01.2020 10:18:00	kultur	Alexander Kluy	Bernd Brunner: Der Norden in uns	Buchneuerscheinung	7652
11.01.2020 17:00:00	etat	Birgit Baumann	Ein paar Opfer zu viel: Mobbing im Kölner "Tatort" am Sonntag	TV-Tagebuch	5110
11.01.2020 10:00:00	etat	Günter Traxler	Diese stille Sehnsucht nach Blau: Sebastian Kurz' Denkanleitungen im "Blattsalat"	Blattsalat	9510
11.01.2020 06:00:00	etat	Astrid Ebenführer	Kasperl, Strolche, wilde Tiere, Julia Roberts in Money Monster: TV-Tipps für Samstag	SWITCHLIST	10555
11.01.2020 18:05:00	wissenschaft	red	Hunderte neue Viren bei Untersuchung von Insekten entdeckt	Vielfalt	5573
11.01.2020 12:00:00	wissenschaft	red	An welchen fernen Sternen Voyager &amp; Co dereinst vorüberfliegen werden	Veteranen im All	10842
11.01.2020 06:07:00	wissenschaft	red	Vor den Komoren ist ein riesiger neuer Unterwasservulkan entstanden	Indischer Ozean	9813
11.01.2020 18:05:00	wissenschaft	APA	Hunderte neue Viren bei Untersuchung von Insekten entdeckt	Vielfalt	5573
11.01.2020 16:35:00	wissenschaft	Bernadette Redl	Hirnforscher: "Ein Labor wie in 'Breaking Bad'"	Denkarbeit	16110
11.01.2020 12:00:00	wissenschaft	tberg	An welchen fernen Sternen Voyager &amp; Co dereinst vorüberfliegen werden	Veteranen im All	10842
11.01.2020 08:00:00	wissenschaft	Klaus Taschwer	Erderwärmung lässt Everest-Region ergrünen	Subnivales Ökosystem	9913
14.01.2020 22:32:00	international	APA	Europäer starten Schlichtungsmechanismus des Iran-Atomdeals	Iran	16225
14.01.2020 22:06:00	international	APA	Warum die US-Linken Sanders und Warren plötzlich aufeinander losgehen	Wahlkampf	13614
14.01.2020 19:23:00	international	APA	EU-Kommission will einstweilige Verfügung gegen Polens Justizreform	Beschluss	5845
14.01.2020 12:03:00	international	APA	Russische Agenten wollten ukrainische Gasfirma Burisma hacken	Laut Sicherheitsfirma	7418
14.01.2020 11:17:00	international	APA	Mindestens 137 angebliche Terrorverdächtige in der Türkei festgenommen	Festnahmen	4563
14.01.2020 07:27:00	international	APA	Regierung und Rebellen des Südsudan vereinbaren Feuerpause	Waffenruhe	5626
14.01.2020 22:06:00	international	Reuters	Warum die US-Linken Sanders und Warren plötzlich aufeinander losgehen	Wahlkampf	13614
14.01.2020 14:29:00	international	Reuters	Irland steht vor Neuwahl im Februar	Votum	4499
14.01.2020 13:47:00	international	Reuters	Johnson lehnt Unabhängigkeitsreferendum in Schottland ab	Krise	9189
14.01.2020 16:54:00	international	Birgit Baumann aus Berlin	Ärger um gelöschte SMS von Ursula von der Leyen	Kommissionspräsidentin	5773
14.01.2020 16:53:00	international	Stefan Brändle aus Paris	Macron will eine Koalition der Willigen für die Sahelzone	Antiterrorkampf	8796
14.01.2020 16:21:00	international	Gudrun Harrer	Ringen um Waffenstillstand in Libyen	Verhandlungen	9728
14.01.2020 14:42:00	international	Michael Vosatka	Das demokratische Dutzend für das Weiße Haus	US-Wahlkampf 2020	19903
14.01.2020 12:00:00	international	Katrin Gänsler aus Enugu und Nsukka	Der alte Traum von der Unabhängigkeit Biafras	Südosten Nigerias	8640
14.01.2020 11:17:00	international	dpa	Mindestens 137 angebliche Terrorverdächtige in der Türkei festgenommen	Festnahmen	4563
14.01.2020 07:00:00	international	Gabriele Lesser aus Warschau	Hetzkampagne gegen Polens Senatspräsident Grodzki	Diskreditierung	8141
14.01.2020 19:16:00	inland	FRAGE &amp; ANTWORT: Davina Brunnbauer	Warum der Bundesrat künftig wieder zahnlos ist	Parlament	9736
14.01.2020 19:07:00	inland	Maria Sterkl	Bundesrat: Die zweite Kammer, in die nie jemand schaut	Länderkammer	9052
14.01.2020 17:22:00	inland	Karin Riss	App für Schuleinschreibung doch noch nicht fix	Lernen	9311
14.01.2020 15:40:00	inland	APA	Senat ermittelt wegen Wahlkampf-Inseraten der Klubs	Parteifinanzen	6424
14.01.2020 15:35:00	inland	APA	Faßmann erwägt, Anzahl gleichzeitig belegter Studienfächer zu begrenzen	Hochschulen	7048
14.01.2020 15:33:00	inland	APA	Für Raab Kopftuchverbot für Lehrerinnen "möglicher nächster Schritt"	Türkis-Grün	11816
14.01.2020 14:55:00	inland	APA	Kickl fürchtet, dass Polizeibeamte "Streetworker" werden	Sicherheit	7171
14.01.2020 14:35:00	inland	APA	Länder skeptisch zu Anschober-Vorschlag der Verländerung der Mindestsicherung	Mindestsicherung	6676
14.01.2020 06:50:00	inland	APA	Staatsanwälte fordern mehr Ressourcen für Bekämpfung von Hass im Netz	"Ausforschungspflicht"	6157
14.01.2020 15:33:00	inland	red	Für Raab Kopftuchverbot für Lehrerinnen "möglicher nächster Schritt"	Türkis-Grün	11816
14.01.2020 09:00:00	inland	Gabriele Scherndl	Koalitionspläne: Weiterhin Gesetzeslücke bei Deradikalisierung	Regierungsübereinkommen	7492
14.01.2020 08:00:00	inland	wohl	Hat eine Linkspartei Chancen?	Mitreden	5911
14.01.2020 06:00:00	inland	Gerald John	Sozialminister Anschober: "Ich halte nichts vom erhobenen Zeigefinger"	Regierung	21512
14.01.2020 21:17:00	wirtschaft	APA	Britische Regierung verkündet Rettungsdeal für Fluggesellschaft Flybe	London	5250
14.01.2020 19:57:00	wirtschaft	APA	Mondi-Chef Peter Oswald wird neuer CEO bei Mayr-Melnhof Karton	Wechsel	2566
14.01.2020 17:47:00	wirtschaft	APA	Bestellungen für Boeing-Zivilflugzeuge seit langem wieder rückläufig	Flaute	2839
14.01.2020 15:54:00	wirtschaft	APA	Deutschland will in den nächsten Jahren 86 Milliarden Euro in Bahn investieren	Zug	3454
14.01.2020 13:03:00	wirtschaft	APA	Sechs weitere VW-Manager im Dieselskandal angeklagt	Automobilindustrie	7644
14.01.2020 11:37:00	wirtschaft	APA	Ex-Autoboss Ghosn klagt Renault wegen 250.000-Euro-Pension	Streit	5291
14.01.2020 11:37:00	wirtschaft	APA	China will in nächsten Jahren US-Produkte im großen Stil importieren	Handelsstreit	7134
14.01.2020 05:41:00	wirtschaft	APA	USA werfen China nicht mehr Währungsmanipulation vor	Annäherung	5488
14.01.2020 21:17:00	wirtschaft	Reuters	Britische Regierung verkündet Rettungsdeal für Fluggesellschaft Flybe	London	5250
14.01.2020 15:54:00	wirtschaft	Reuters	Deutschland will in den nächsten Jahren 86 Milliarden Euro in Bahn investieren	Zug	3454
14.01.2020 13:03:00	wirtschaft	Reuters	Sechs weitere VW-Manager im Dieselskandal angeklagt	Automobilindustrie	7644
14.01.2020 11:37:00	wirtschaft	Reuters	China will in nächsten Jahren US-Produkte im großen Stil importieren	Handelsstreit	7134
14.01.2020 05:41:00	wirtschaft	Reuters	USA werfen China nicht mehr Währungsmanipulation vor	Annäherung	5488
14.01.2020 19:27:00	wirtschaft	Klaus Bonanomi aus Bern	Gericht: Klimanotstand rechtfertigt zivilen Ungehorsam	Bank-Blockade	8655
14.01.2020 18:32:00	wirtschaft	Andreas Danzer	Für und Wider: Den handwerklichen Meistertitel aufwerten	Titelgschicht	9528
14.01.2020 18:32:00	wirtschaft	LL.M. &amp; Aloysius Widmann	Für und Wider: Den handwerklichen Meistertitel aufwerten	Titelgschicht	9528
14.01.2020 18:32:00	wirtschaft	MA	Für und Wider: Den handwerklichen Meistertitel aufwerten	Titelgschicht	9528
14.01.2020 18:32:00	wirtschaft	M.Sc.	Für und Wider: Den handwerklichen Meistertitel aufwerten	Titelgschicht	9528
14.01.2020 17:53:00	wirtschaft	Thomas Mayer aus Straßburg	EU macht für Kohleausstieg 100 Milliarden Euro flüssig	Green Deal	8606
14.01.2020 17:34:00	wirtschaft	Luise Ungerboeck	Aus für Opel-Motoren in Wien-Aspern	Kahlschlag	8694
14.01.2020 15:26:00	wirtschaft	Moderation: András Szigetvari	Sigrid Maurer: "Grüne Handschrift auch bei Migration erkennbar"	Video-Diskussion	2773
14.01.2020 15:26:00	wirtschaft	Video: Ayham Yossef &amp; Maria von Usslar	Sigrid Maurer: "Grüne Handschrift auch bei Migration erkennbar"	Video-Diskussion	2773
14.01.2020 13:51:00	wirtschaft	and	Gewerkschaft will Arbeitsbedingungen für atypisch Beschäftigte umfassend ändern	Arbeitsmarkt	9646
14.01.2020 13:03:00	wirtschaft	red	Sechs weitere VW-Manager im Dieselskandal angeklagt	Automobilindustrie	7644
14.01.2020 11:37:00	wirtschaft	red	China will in nächsten Jahren US-Produkte im großen Stil importieren	Handelsstreit	7134
14.01.2020 11:00:00	wirtschaft	András Szigetvari	Wenn Konzerne die Umwelt entdecken: Alles nur ein grüner Anstrich?	Greenwashing	14825
14.01.2020 09:00:00	wirtschaft	Günther Strobl	Hoteliers schießen sich auf Onlineplattformen ein	Reisen	10260
14.01.2020 07:00:00	wirtschaft	Kristina Silberbauer	Was für und was gegen schärfere Kontrollen im Krankenstand spricht	Für und Wider	9372
14.01.2020 07:00:00	wirtschaft	Wolfgang Panhölzl	Was für und was gegen schärfere Kontrollen im Krankenstand spricht	Für und Wider	9372
14.01.2020 06:00:00	wirtschaft	Alexander Hahn	Konto noch nie überzogen: Was sich Gernot Blümel erspart	Überziehungszinsen	10470
14.01.2020 06:00:00	wirtschaft	Regina Bruckner	Zehntausende heimische Bauern haben seit dem EU-Beitritt aufgegeben	Landwirtschaft	21918
14.01.2020 06:00:00	wirtschaft	Guido Schäfer	Kann Kryptogeld Euro und Dollar ersetzen?	Ökonomieblog	19081
14.01.2020 05:41:00	wirtschaft	AFP	USA werfen China nicht mehr Währungsmanipulation vor	Annäherung	5488
14.01.2020 18:43:00	web	APA	Steirer beschimpfte Polizei auf Facebook: Drei Monate bedingt	Netzpolitik	8271
14.01.2020 16:48:00	web	APA	Yelp darf bei Online-Bewertungen in Deutschland Auswahl treffen	Netzpolitik	10060
14.01.2020 16:41:00	web	APA	WeWork-Debakel lässt Investoren vorsichtiger werden	IT-Business	6629
14.01.2020 16:28:00	web	APA	Deutsche Start-ups boomen: Abhängigkeit von ausländischen Investoren	IT-Business	12624
14.01.2020 13:45:00	web	APA	Mauthausen Komitee verurteilt Angriffe gegen Zadic	Hass im Netz	3951
14.01.2020 13:07:00	web	APA	Tinder, Grindr und Co: Studie zeigt, wie beliebte Apps die Nutzer ausspionieren	Netzpolitik	9890
14.01.2020 12:54:00	web	APA	Bitcoin steigt auf höchsten Stand seit Mitte November	IT-Business	2947
14.01.2020 12:44:00	web	APA	Cyberangriff: Heer unterstützt Innenministerium bei Abwehr	Assistenzeinsatz	3113
14.01.2020 12:43:00	web	APA	Hacker legen belgischen Maschinenbauer lahm und fordern Lösegeld	Netzpolitik	6669
14.01.2020 12:38:00	web	APA	Nachfrage nach PCs steigt erstmals wieder seit 2011	IT-Business	3081
14.01.2020 12:33:00	web	APA	Bitkom: Deutsche IT-Branche legt auch 2020 spürbar zu	Prognose	1866
14.01.2020 08:23:00	web	APA	Druck auf Apple: Europaparlament fordert einheitliche Ladegeräte für alle Handys	Standards	8152
14.01.2020 08:07:00	web	APA	Allianz: Hackerattacken weltweites Unternehmensrisiko Nummer eins	IT-Business	6826
14.01.2020 08:00:00	web	APA	Visa kauft Fintech-Start-up Plaid für 5,3 Milliarden Dollar	IT-Business	2873
14.01.2020 06:50:00	web	APA	Staatsanwälte fordern mehr Ressourcen für Bekämpfung von Hass im Netz	"Ausforschungspflicht"	6155
14.01.2020 18:30:00	web	red	Tesla-Autos sollen bald mit Passanten "sprechen"	Innovationen	4077
